Numéro tarifaire,Position du Système harmonisé (SH),Description indicative
8215.91.90,"Cuillers, fourchettes, louches, écumoires, pelles à tartes, couteaux spéciaux à poisson ou à beurre, pinces à sucre et articles similaires.","Autres : Argentés, dorés ou platinésAutres"
8215.99.10,"Cuillers, fourchettes, louches, écumoires, pelles à tartes, couteaux spéciaux à poisson ou à beurre, pinces à sucre et articles similaires.","Autres : AutresCuillers ou fourchettes, des types utilisés pour la table"
8215.99.90,"Cuillers, fourchettes, louches, écumoires, pelles à tartes, couteaux spéciaux à poisson ou à beurre, pinces à sucre et articles similaires.",Autres : AutresAutres
8301.10.00,"Cadenas, serrures et verrous (à clef, à secret ou électriques), en métaux communs; fermoirs et montures-fermoirs comportant une serrure, en métaux communs; clefs pour ces articles, en métaux communs.",Cadenas
8301.40.90,"Cadenas, serrures et verrous (à clef, à secret ou électriques), en métaux communs; fermoirs et montures-fermoirs comportant une serrure, en métaux communs; clefs pour ces articles, en métaux communs.",Autres serrures; verrousAutres
8301.50.00,"Cadenas, serrures et verrous (à clef, à secret ou électriques), en métaux communs; fermoirs et montures-fermoirs comportant une serrure, en métaux communs; clefs pour ces articles, en métaux communs.",Fermoirs et montures-fermoirs comportant une serrure
8302.50.00,"Garnitures, ferrures et articles similaires en métaux communs pour meubles, portes, escaliers, fenêtres, persiennes, carrosseries, articles de sellerie, malles, coffres, coffrets ou autres ouvrages de l'espèce; patères, porte-chapeaux, supports et articles similaires, en métaux communs; roulettes avec monture en métaux communs; ferme-portes automatiques en métaux communs.","Patères, porte-chapeaux, supports et articles similaires"
8414.51.10,"Pompes à air ou à vide, compresseurs d'air ou d'autres gaz et ventilateurs; hottes aspirantes à extraction ou à recyclage, à ventilateur incorporé, même filtrantes; enceintes de sécurité biologique étanches aux gaz, même filtrantes.","Ventilateurs : Ventilateurs de table, de sol, muraux, plafonniers, de toitures ou de fenêtres, à moteur électrique incorporé d'une puissance n'excédant pas 125 WVentilateurs personnels, alimentés à partir du secteur; Ventilateurs de table, à vitesse unique ou à vitesse variable, oscillant"
8414.51.90,"Pompes à air ou à vide, compresseurs d'air ou d'autres gaz et ventilateurs; hottes aspirantes à extraction ou à recyclage, à ventilateur incorporé, même filtrantes; enceintes de sécurité biologique étanches aux gaz, même filtrantes.","Ventilateurs : Ventilateurs de table, de sol, muraux, plafonniers, de toitures ou de fenêtres, à moteur électrique incorporé d'une puissance n'excédant pas 125 WAutres"
8418.10.10,"Réfrigérateurs, congélateurs-conservateurs et autres matériel, machines et appareils pour la production du froid, à équipement électrique ou autre; pompes à chaleur autres que les machines et appareils pour le conditionnement de l'air du no 84,15.","Combinaisions de réfrigérateurs et de congélateurs-conservateurs munis de portes ou de tiroirs extérieurs séparés, ou d'une combinaison de ces élémentsÀ absorption, combinés au gaz et à l'électricité, devant être installés de façon permanente dans des véhicules de loisirs et devant servir à la fabrication de ces véhicules"
8418.10.20,"Réfrigérateurs, congélateurs-conservateurs et autres matériel, machines et appareils pour la production du froid, à équipement électrique ou autre; pompes à chaleur autres que les machines et appareils pour le conditionnement de l'air du no 84,15.","Combinaisions de réfrigérateurs et de congélateurs-conservateurs munis de portes ou de tiroirs extérieurs séparés, ou d'une combinaison de ces élémentsType de réfrigération-congélation"
8418.10.90,"Réfrigérateurs, congélateurs-conservateurs et autres matériel, machines et appareils pour la production du froid, à équipement électrique ou autre; pompes à chaleur autres que les machines et appareils pour le conditionnement de l'air du no 84,15.","Combinaisions de réfrigérateurs et de congélateurs-conservateurs munis de portes ou de tiroirs extérieurs séparés, ou d'une combinaison de ces élémentsAutres"
8418.21.00,"Réfrigérateurs, congélateurs-conservateurs et autres matériel, machines et appareils pour la production du froid, à équipement électrique ou autre; pompes à chaleur autres que les machines et appareils pour le conditionnement de l'air du no 84,15.",Réfrigérateurs de type ménager : À compression
8418.29.00,"Réfrigérateurs, congélateurs-conservateurs et autres matériel, machines et appareils pour la production du froid, à équipement électrique ou autre; pompes à chaleur autres que les machines et appareils pour le conditionnement de l'air du no 84,15.",Réfrigérateurs de type ménager : Autres
8418.30.10,"Réfrigérateurs, congélateurs-conservateurs et autres matériel, machines et appareils pour la production du froid, à équipement électrique ou autre; pompes à chaleur autres que les machines et appareils pour le conditionnement de l'air du no 84,15.","Meubles congélateurs-conservateurs du type coffre, d'une capacité n'excédant pas 800 litresDe type ménager"
8418.30.90,"Réfrigérateurs, congélateurs-conservateurs et autres matériel, machines et appareils pour la production du froid, à équipement électrique ou autre; pompes à chaleur autres que les machines et appareils pour le conditionnement de l'air du no 84,15.","Meubles congélateurs-conservateurs du type coffre, d'une capacité n'excédant pas 800 litresAutres"
8418.40.10,"Réfrigérateurs, congélateurs-conservateurs et autres matériel, machines et appareils pour la production du froid, à équipement électrique ou autre; pompes à chaleur autres que les machines et appareils pour le conditionnement de l'air du no 84,15.","Meubles congélateurs-conservateurs du type armoire, d'une capacité n'excédant pas 900 litresDe type pour banques de sang; De type ménager; Pouvant atteindre des températures de -85 °C, à une température ambiante de 30 °C"
8418.40.90,"Réfrigérateurs, congélateurs-conservateurs et autres matériel, machines et appareils pour la production du froid, à équipement électrique ou autre; pompes à chaleur autres que les machines et appareils pour le conditionnement de l'air du no 84,15.","Meubles congélateurs-conservateurs du type armoire, d'une capacité n'excédant pas 900 litresAutres"
8418.50.10,"Réfrigérateurs, congélateurs-conservateurs et autres matériel, machines et appareils pour la production du froid, à équipement électrique ou autre; pompes à chaleur autres que les machines et appareils pour le conditionnement de l'air du no 84,15.","Autres meubles (coffres, armoires, vitrines, comptoirs et similaires) pour la conservation et l'exposition de produits, incorporant un équipement pour la production du froidDu type réfrigérateurs ou réfrigérateurs-congélateurs"
8418.69.90,"Réfrigérateurs, congélateurs-conservateurs et autres matériel, machines et appareils pour la production du froid, à équipement électrique ou autre; pompes à chaleur autres que les machines et appareils pour le conditionnement de l'air du no 84,15.","Autres matériel, machines et appareils pour la production du froid; pompes à chaleur : AutresAutres"
8419.81.00,"Appareils, dispositifs ou équipements de laboratoire, même chauffés électriquement (à l'exclusion des fours et autres appareils du no 85,14), pour le traitement de matières par des opérations impliquant un changement de température telles que le chauffage, la cuisson, la torréfaction, la distillation, la rectification, la stérilisation, la pasteurisation, l'étuvage, le séchage, l'évaporation, la vaporisation, la condensation ou le refroidissement, autres que les appareils domestiques; chauffe-eau non électriques, à chauffage instantané ou à accumulation.",Autres appareils et dispositifs : Pour la préparation de boissons chaudes ou la cuisson ou le chauffage des aliments
8422.11.10,"Machines à laver la vaisselle; machines et appareils servant à nettoyer ou à sécher les bouteilles ou autres récipients; machines et appareils à remplir, fermer, boucher ou étiqueter les bouteilles, boîtes, sacs ou autres contenants; machines et appareils à capsuler les bouteilles, pots, tubes et contenants analogues; autres machines et appareils à empaqueter ou emballer les marchandises (y compris les machines et appareils à emballer sous film thermorétractable); machines et appareils à gazéifier les boissons.","Machines à laver la vaisselle : De type ménagerDe comptoir, électriques; Portatifs, d'une largeur n'excédant pas 46 cm"
8422.11.90,"Machines à laver la vaisselle; machines et appareils servant à nettoyer ou à sécher les bouteilles ou autres récipients; machines et appareils à remplir, fermer, boucher ou étiqueter les bouteilles, boîtes, sacs ou autres contenants; machines et appareils à capsuler les bouteilles, pots, tubes et contenants analogues; autres machines et appareils à empaqueter ou emballer les marchandises (y compris les machines et appareils à emballer sous film thermorétractable); machines et appareils à gazéifier les boissons.",Machines à laver la vaisselle : De type ménagerAutres
8430.20.00,"Autres machines et appareils de terrassement, nivellement, décapage, excavation, compactage, extraction ou forage de la terre, des minéraux ou des minerais; sonnettes de battage et machines pour l'arrachage des pieux; chasse-neige.",Chasse-neige
8433.11.00,"Machines, appareils et engins pour la récolte ou le battage des produits agricoles, y compris les presses à paille ou à fourrage; tondeuses à gazon et faucheuses; machines pour le nettoyage ou le triage des oeufs, fruits ou autres produits agricoles, autres que les machines et appareils du no 84,37.","Tondeuses à gazon : À moteur, dont le dispositif de coupe tourne dans un plan horizontal"
8433.19.00,"Machines, appareils et engins pour la récolte ou le battage des produits agricoles, y compris les presses à paille ou à fourrage; tondeuses à gazon et faucheuses; machines pour le nettoyage ou le triage des oeufs, fruits ou autres produits agricoles, autres que les machines et appareils du no 84,37.",Tondeuses à gazon : Autres
8433.20.00,"Machines, appareils et engins pour la récolte ou le battage des produits agricoles, y compris les presses à paille ou à fourrage; tondeuses à gazon et faucheuses; machines pour le nettoyage ou le triage des oeufs, fruits ou autres produits agricoles, autres que les machines et appareils du no 84,37.","Faucheuses, y compris les barres de coupe à monter sur tracteur"
8450.11.10,"Machines à laver le linge, même avec dispositif de séchage.","Machines d'une capacité unitaire exprimée en poids de linge sec n'excédant pas 10 kg : Machines entièrement automatiquesDe type ménager, sauf les machines à laver avec dispositif de séchage"
8450.11.90,"Machines à laver le linge, même avec dispositif de séchage.",Machines d'une capacité unitaire exprimée en poids de linge sec n'excédant pas 10 kg : Machines entièrement automatiquesAutres
8450.12.00,"Machines à laver le linge, même avec dispositif de séchage.","Machines d'une capacité unitaire exprimée en poids de linge sec n'excédant pas 10 kg : Autres machines, avec essoreuse centrifuge incorporée"
8450.19.00,"Machines à laver le linge, même avec dispositif de séchage.",Machines d'une capacité unitaire exprimée en poids de linge sec n'excédant pas 10 kg : Autres
8450.20.00,"Machines à laver le linge, même avec dispositif de séchage.",Machines d'une capacité unitaire exprimée en poids de linge sec excédant 10 kg
8451.21.00,"Machines et appareils (autres que les machines du no 84,50) pour le lavage, le nettoyage, l'essorage, le séchage, le repassage, le pressage (y compris les presses à fixer), le blanchiment, la teinture, l'apprêt, le finissage, l'enduction ou l'imprégnation des fils, tissus ou ouvrages en matières textiles et machines pour le revêtement des tissus ou autres supports utilisés pour la fabrication de couvre-parquets tels que le linoléum; machines à enrouler, dérouler, plier, couper ou denteler les tissus.",Machines à sécher : D'une capacité unitaire exprimée en poids de linge sec n'excédant pas 10 kg
8451.29.00,"Machines et appareils (autres que les machines du no 84,50) pour le lavage, le nettoyage, l'essorage, le séchage, le repassage, le pressage (y compris les presses à fixer), le blanchiment, la teinture, l'apprêt, le finissage, l'enduction ou l'imprégnation des fils, tissus ou ouvrages en matières textiles et machines pour le revêtement des tissus ou autres supports utilisés pour la fabrication de couvre-parquets tels que le linoléum; machines à enrouler, dérouler, plier, couper ou denteler les tissus.",Machines à sécher : Autres
8467.11.00,"Outils pneumatiques, hydrauliques ou à moteur (électrique ou non électrique) incorporé, pour emploi à la main.",Pneumatiques : Rotatifs (même à percussion)
8467.19.00,"Outils pneumatiques, hydrauliques ou à moteur (électrique ou non électrique) incorporé, pour emploi à la main.",Pneumatiques : Autres
8467.21.00,"Outils pneumatiques, hydrauliques ou à moteur (électrique ou non électrique) incorporé, pour emploi à la main.","À moteur électrique incorporé : Perceuses de tous genres, y compris les perforatrices rotatives"
8467.22.00,"Outils pneumatiques, hydrauliques ou à moteur (électrique ou non électrique) incorporé, pour emploi à la main.",À moteur électrique incorporé : Scies et tronçonneuses
8467.29.00,"Outils pneumatiques, hydrauliques ou à moteur (électrique ou non électrique) incorporé, pour emploi à la main.",À moteur électrique incorporé : Autres
8467.81.00,"Outils pneumatiques, hydrauliques ou à moteur (électrique ou non électrique) incorporé, pour emploi à la main.",Autres outils : Tronçonneuses à chaîne
8467.89.00,"Outils pneumatiques, hydrauliques ou à moteur (électrique ou non électrique) incorporé, pour emploi à la main.",Autres outils : Autres
8508.11.00,Aspirateurs.,À moteur électrique incorporé : D'une puissance n'excédant pas 1 500 W et dont le volume du réservoir n'excède pas 20 litres
8508.19.00,Aspirateurs.,À moteur électrique incorporé : Autres
8508.60.00,Aspirateurs.,Autres aspirateurs
8509.40.10,"Appareils électromécaniques à moteur électrique incorporé, à usage domestique, autres que les aspirateurs du no 85,08.",Broyeurs et mélangeurs pour aliments; presse-fruits et presses-légumesFouloirs à raisins pour usages domestiques
8509.40.90,"Appareils électromécaniques à moteur électrique incorporé, à usage domestique, autres que les aspirateurs du no 85,08.",Broyeurs et mélangeurs pour aliments; presse-fruits et presses-légumesAutres
8509.80.10,"Appareils électromécaniques à moteur électrique incorporé, à usage domestique, autres que les aspirateurs du no 85,08.",Autres appareilsVaporisateurs aux ultrasons
8509.80.90,"Appareils électromécaniques à moteur électrique incorporé, à usage domestique, autres que les aspirateurs du no 85,08.",Autres appareilsAutres
8510.10.00,"Rasoirs et tondeuses et appareils à épiler, à moteur électrique incorporé.",Rasoirs
8510.20.10,"Rasoirs et tondeuses et appareils à épiler, à moteur électrique incorporé.","TondeusesPour la coupe des poils des animaux domestiques; Alimentées par courant alternatif, pour la coupe des cheveux"
8510.20.90,"Rasoirs et tondeuses et appareils à épiler, à moteur électrique incorporé.",TondeusesAutres
8510.30.00,"Rasoirs et tondeuses et appareils à épiler, à moteur électrique incorporé.",Appareils à épiler
8516.31.00,"Chauffe-eau et thermoplongeurs électriques; appareils électriques pour le chauffage des locaux, du sol ou pour usages similaires; appareils électrothermiques pour la coiffure (sèche-cheveux, appareils à friser, chauffe-fers à friser, par exemple) ou pour sécher les mains; fers à repasser électriques; autres appareils électrothermiques pour usages domestiques; résistances chauffantes, autres que celles du no 85,45.",Appareils électrothermiques pour la coiffure ou pour sécher les mains : Sèche-cheveux
8516.32.10,"Chauffe-eau et thermoplongeurs électriques; appareils électriques pour le chauffage des locaux, du sol ou pour usages similaires; appareils électrothermiques pour la coiffure (sèche-cheveux, appareils à friser, chauffe-fers à friser, par exemple) ou pour sécher les mains; fers à repasser électriques; autres appareils électrothermiques pour usages domestiques; résistances chauffantes, autres que celles du no 85,45.",Appareils électrothermiques pour la coiffure ou pour sécher les mains : Autres appareils pour la coiffureFers à friser
8516.32.90,"Chauffe-eau et thermoplongeurs électriques; appareils électriques pour le chauffage des locaux, du sol ou pour usages similaires; appareils électrothermiques pour la coiffure (sèche-cheveux, appareils à friser, chauffe-fers à friser, par exemple) ou pour sécher les mains; fers à repasser électriques; autres appareils électrothermiques pour usages domestiques; résistances chauffantes, autres que celles du no 85,45.",Appareils électrothermiques pour la coiffure ou pour sécher les mains : Autres appareils pour la coiffureAutres
8516.33.10,"Chauffe-eau et thermoplongeurs électriques; appareils électriques pour le chauffage des locaux, du sol ou pour usages similaires; appareils électrothermiques pour la coiffure (sèche-cheveux, appareils à friser, chauffe-fers à friser, par exemple) ou pour sécher les mains; fers à repasser électriques; autres appareils électrothermiques pour usages domestiques; résistances chauffantes, autres que celles du no 85,45.",Appareils électrothermiques pour la coiffure ou pour sécher les mains : Appareils pour sécher les mainsMuraux
8516.40.00,"Chauffe-eau et thermoplongeurs électriques; appareils électriques pour le chauffage des locaux, du sol ou pour usages similaires; appareils électrothermiques pour la coiffure (sèche-cheveux, appareils à friser, chauffe-fers à friser, par exemple) ou pour sécher les mains; fers à repasser électriques; autres appareils électrothermiques pour usages domestiques; résistances chauffantes, autres que celles du no 85,45.",Fers à repasser électriques
8516.50.00,"Chauffe-eau et thermoplongeurs électriques; appareils électriques pour le chauffage des locaux, du sol ou pour usages similaires; appareils électrothermiques pour la coiffure (sèche-cheveux, appareils à friser, chauffe-fers à friser, par exemple) ou pour sécher les mains; fers à repasser électriques; autres appareils électrothermiques pour usages domestiques; résistances chauffantes, autres que celles du no 85,45.",Fours à micro-ondes
8516.60.10,"Chauffe-eau et thermoplongeurs électriques; appareils électriques pour le chauffage des locaux, du sol ou pour usages similaires; appareils électrothermiques pour la coiffure (sèche-cheveux, appareils à friser, chauffe-fers à friser, par exemple) ou pour sécher les mains; fers à repasser électriques; autres appareils électrothermiques pour usages domestiques; résistances chauffantes, autres que celles du no 85,45.","Autres fours; cuisinières, réchauds (y compris les tables de cuisson), grils et rôtissoiresFours à pain; Barbecues d'intérieur sans fumée; Cuiseurs à vapeur pour le riz"
8516.60.20,"Chauffe-eau et thermoplongeurs électriques; appareils électriques pour le chauffage des locaux, du sol ou pour usages similaires; appareils électrothermiques pour la coiffure (sèche-cheveux, appareils à friser, chauffe-fers à friser, par exemple) ou pour sécher les mains; fers à repasser électriques; autres appareils électrothermiques pour usages domestiques; résistances chauffantes, autres que celles du no 85,45.","Autres fours; cuisinières, réchauds (y compris les tables de cuisson), grils et rôtissoiresFours et cuisinières"
8516.60.90,"Chauffe-eau et thermoplongeurs électriques; appareils électriques pour le chauffage des locaux, du sol ou pour usages similaires; appareils électrothermiques pour la coiffure (sèche-cheveux, appareils à friser, chauffe-fers à friser, par exemple) ou pour sécher les mains; fers à repasser électriques; autres appareils électrothermiques pour usages domestiques; résistances chauffantes, autres que celles du no 85,45.","Autres fours; cuisinières, réchauds (y compris les tables de cuisson), grils et rôtissoiresAutres"
8516.71.10,"Chauffe-eau et thermoplongeurs électriques; appareils électriques pour le chauffage des locaux, du sol ou pour usages similaires; appareils électrothermiques pour la coiffure (sèche-cheveux, appareils à friser, chauffe-fers à friser, par exemple) ou pour sécher les mains; fers à repasser électriques; autres appareils électrothermiques pour usages domestiques; résistances chauffantes, autres que celles du no 85,45.",Autres appareils électrothermiques : Appareils pour la préparation du café ou du théAppareils pour la préparation du café
8516.71.20,"Chauffe-eau et thermoplongeurs électriques; appareils électriques pour le chauffage des locaux, du sol ou pour usages similaires; appareils électrothermiques pour la coiffure (sèche-cheveux, appareils à friser, chauffe-fers à friser, par exemple) ou pour sécher les mains; fers à repasser électriques; autres appareils électrothermiques pour usages domestiques; résistances chauffantes, autres que celles du no 85,45.",Autres appareils électrothermiques : Appareils pour la préparation du café ou du théAppareils pour la préparation du thé
8516.72.10,"Chauffe-eau et thermoplongeurs électriques; appareils électriques pour le chauffage des locaux, du sol ou pour usages similaires; appareils électrothermiques pour la coiffure (sèche-cheveux, appareils à friser, chauffe-fers à friser, par exemple) ou pour sécher les mains; fers à repasser électriques; autres appareils électrothermiques pour usages domestiques; résistances chauffantes, autres que celles du no 85,45.",Autres appareils électrothermiques : Grille-painAutomatique
8516.72.90,"Chauffe-eau et thermoplongeurs électriques; appareils électriques pour le chauffage des locaux, du sol ou pour usages similaires; appareils électrothermiques pour la coiffure (sèche-cheveux, appareils à friser, chauffe-fers à friser, par exemple) ou pour sécher les mains; fers à repasser électriques; autres appareils électrothermiques pour usages domestiques; résistances chauffantes, autres que celles du no 85,45.",Autres appareils électrothermiques : Grille-painAutres
8516.79.10,"Chauffe-eau et thermoplongeurs électriques; appareils électriques pour le chauffage des locaux, du sol ou pour usages similaires; appareils électrothermiques pour la coiffure (sèche-cheveux, appareils à friser, chauffe-fers à friser, par exemple) ou pour sécher les mains; fers à repasser électriques; autres appareils électrothermiques pour usages domestiques; résistances chauffantes, autres que celles du no 85,45.",Autres appareils électrothermiques : AutresVaporiseurs pour les tissus
8516.79.90,"Chauffe-eau et thermoplongeurs électriques; appareils électriques pour le chauffage des locaux, du sol ou pour usages similaires; appareils électrothermiques pour la coiffure (sèche-cheveux, appareils à friser, chauffe-fers à friser, par exemple) ou pour sécher les mains; fers à repasser électriques; autres appareils électrothermiques pour usages domestiques; résistances chauffantes, autres que celles du no 85,45.",Autres appareils électrothermiques : AutresAutres
8516.80.00,"Chauffe-eau et thermoplongeurs électriques; appareils électriques pour le chauffage des locaux, du sol ou pour usages similaires; appareils électrothermiques pour la coiffure (sèche-cheveux, appareils à friser, chauffe-fers à friser, par exemple) ou pour sécher les mains; fers à repasser électriques; autres appareils électrothermiques pour usages domestiques; résistances chauffantes, autres que celles du no 85,45.",Résistances chauffantes
8543.40.00,"Machines et appareils électriques ayant une fonction propre, non dénommés ni compris ailleurs dans le présent Chapitre.",Cigarettes électroniques et dispositifs de vaporisation électriques personnels similaires
8711.10.00,"Motocycles (y compris les cyclomoteurs) et cycles équipés d'un moteur auxiliaire, avec ou sans side-cars; side-cars.","À moteur à piston, d'une cylindrée n'excédant pas 50 cm³"
8711.20.00,"Motocycles (y compris les cyclomoteurs) et cycles équipés d'un moteur auxiliaire, avec ou sans side-cars; side-cars.","À moteur à piston, d'une cylindrée excédant 50 cm3 mais n'excédant pas 250 cm3"
8711.30.00,"Motocycles (y compris les cyclomoteurs) et cycles équipés d'un moteur auxiliaire, avec ou sans side-cars; side-cars.","À moteur à piston, d'une cylindrée excédant 250 cm3 mais n'excédant pas 500 cm³"
8711.40.00,"Motocycles (y compris les cyclomoteurs) et cycles équipés d'un moteur auxiliaire, avec ou sans side-cars; side-cars.","À moteur à piston, d'une cylindrée excédant 500 cm3 mais n'excédant pas 800 cm3"
8711.50.00,"Motocycles (y compris les cyclomoteurs) et cycles équipés d'un moteur auxiliaire, avec ou sans side-cars; side-cars.","À moteur à piston, d'une cylindrée excédant 800 cm3"
8711.60.00,"Motocycles (y compris les cyclomoteurs) et cycles équipés d'un moteur auxiliaire, avec ou sans side-cars; side-cars.",À moteur électrique pour la propulsion
8711.90.00,"Motocycles (y compris les cyclomoteurs) et cycles équipés d'un moteur auxiliaire, avec ou sans side-cars; side-cars.",Autres
8806.10.00,Véhicules aériens sans pilote.,Conçus pour le transport de passagersConçus pour le transport de passagers
8806.21.00,Véhicules aériens sans pilote.,"Autres, conçus uniquement pour être téléguidés : D'un poids maximal au décollage n'excédant pas 250 g"
8806.22.00,Véhicules aériens sans pilote.,"Autres, conçus uniquement pour être téléguidés : D'un poids maximal au décollage excédant 250 g mais n'excédant pas 7 kg"
8806.23.00,Véhicules aériens sans pilote.,"Autres, conçus uniquement pour être téléguidés : D'un poids maximal au décollage excédant 7 kg mais n'excédant pas 25 kg"
8806.24.00,Véhicules aériens sans pilote.,"Autres, conçus uniquement pour être téléguidés : D'un poids maximal au décollage excédant 25 kg mais n'excédant pas 150 kg"
8806.29.00,Véhicules aériens sans pilote.,"Autres, conçus uniquement pour être téléguidés : Autres"
8806.91.00,Véhicules aériens sans pilote.,Autres : D'un poids maximal au décollage n'excédant pas 250 g
8806.92.00,Véhicules aériens sans pilote.,Autres : D'un poids maximal au décollage excédant 250 g mais n'excédant pas 7 kg
8806.93.00,Véhicules aériens sans pilote.,Autres : D'un poids maximal au décollage excédant 7 kg mais n'excédant pas 25 kg
8806.94.00,Véhicules aériens sans pilote.,Autres : D'un poids maximal au décollage excédant 25 kg mais n'excédant pas 150 kg
8806.99.00,Véhicules aériens sans pilote.,Autres : Autres
9302.00.00,"Revolvers et pistolets, autres que ceux des nos 93,03 ou 93,04.",
9303.10.00,"Autres armes à feu et engins similaires utilisant la déflagration de la poudre (fusils et carabines de chasse, armes à feu ne pouvant être chargées que par le canon, pistolets lance-fusées et autres engins conçus uniquement pour lancer des fusées de signalisation, pistolets et revolvers pour le tir à blanc, pistolets d'abattage à cheville, canons lance-amarres, par exemple).",Armes à feu ne pouvant être chargées que par le canon
9303.20.10,"Autres armes à feu et engins similaires utilisant la déflagration de la poudre (fusils et carabines de chasse, armes à feu ne pouvant être chargées que par le canon, pistolets lance-fusées et autres engins conçus uniquement pour lancer des fusées de signalisation, pistolets et revolvers pour le tir à blanc, pistolets d'abattage à cheville, canons lance-amarres, par exemple).",Autres fusils et carabines de chasse ou de tir sportif comportant au moins un canon lisseFusils de chasse à coulisse
9303.20.90,"Autres armes à feu et engins similaires utilisant la déflagration de la poudre (fusils et carabines de chasse, armes à feu ne pouvant être chargées que par le canon, pistolets lance-fusées et autres engins conçus uniquement pour lancer des fusées de signalisation, pistolets et revolvers pour le tir à blanc, pistolets d'abattage à cheville, canons lance-amarres, par exemple).",Autres fusils et carabines de chasse ou de tir sportif comportant au moins un canon lisseAutres
9303.30.10,"Autres armes à feu et engins similaires utilisant la déflagration de la poudre (fusils et carabines de chasse, armes à feu ne pouvant être chargées que par le canon, pistolets lance-fusées et autres engins conçus uniquement pour lancer des fusées de signalisation, pistolets et revolvers pour le tir à blanc, pistolets d'abattage à cheville, canons lance-amarres, par exemple).","Autres fusils et carabines de chasse ou de tir sportifCarabines de calibre .22 à percussion périphérique et culasse mobile ou carabines de calibre .22 à percussion périphérique et semi-automatiques, sauf les carabines de tir à la cible"
9303.30.90,"Autres armes à feu et engins similaires utilisant la déflagration de la poudre (fusils et carabines de chasse, armes à feu ne pouvant être chargées que par le canon, pistolets lance-fusées et autres engins conçus uniquement pour lancer des fusées de signalisation, pistolets et revolvers pour le tir à blanc, pistolets d'abattage à cheville, canons lance-amarres, par exemple).",Autres fusils et carabines de chasse ou de tir sportifAutres
9303.90.10,"Autres armes à feu et engins similaires utilisant la déflagration de la poudre (fusils et carabines de chasse, armes à feu ne pouvant être chargées que par le canon, pistolets lance-fusées et autres engins conçus uniquement pour lancer des fusées de signalisation, pistolets et revolvers pour le tir à blanc, pistolets d'abattage à cheville, canons lance-amarres, par exemple).",AutresAppareils pour la destruction des bêtes de proie par la décharge de cartouches chargées d'éléments toxiques; Appareils explosifs automatiques pour épouvanter les oiseaux
9303.90.90,"Autres armes à feu et engins similaires utilisant la déflagration de la poudre (fusils et carabines de chasse, armes à feu ne pouvant être chargées que par le canon, pistolets lance-fusées et autres engins conçus uniquement pour lancer des fusées de signalisation, pistolets et revolvers pour le tir à blanc, pistolets d'abattage à cheville, canons lance-amarres, par exemple).",AutresAutres
9304.00.10,"Autres armes (fusils, carabines et pistolets à ressort, à air comprimé ou à gaz, matraques, par exemple), à l'exclusion de celles du no 93,07.","Fusils et pistolets, à ressort ou à gaz"
9304.00.90,"Autres armes (fusils, carabines et pistolets à ressort, à air comprimé ou à gaz, matraques, par exemple), à l'exclusion de celles du no 93,07.",Autres
9306.21.00,"Bombes, grenades, torpilles, mines, missiles, cartouches et autres munitions et projectiles, et leurs parties, y compris les chevrotines, plombs de chasse et bourres pour cartouches.",Cartouches pour fusils ou carabines à canon lisse et leurs parties; plombs pour carabines à air comprimé : Cartouches
9306.29.00,"Bombes, grenades, torpilles, mines, missiles, cartouches et autres munitions et projectiles, et leurs parties, y compris les chevrotines, plombs de chasse et bourres pour cartouches.",Cartouches pour fusils ou carabines à canon lisse et leurs parties; plombs pour carabines à air comprimé : Autres
9306.30.10,"Bombes, grenades, torpilles, mines, missiles, cartouches et autres munitions et projectiles, et leurs parties, y compris les chevrotines, plombs de chasse et bourres pour cartouches.","Autres cartouches et leurs partiesCartouches chargées d'éléments toxiques pour appareils pour la destruction des bêtes de proie; Cartouches de démarrage et leur parties, pour moteurs diesel ou semi-diesel; Cartouches à deux coups destinées à servir comme épouvantails"
9306.30.90,"Bombes, grenades, torpilles, mines, missiles, cartouches et autres munitions et projectiles, et leurs parties, y compris les chevrotines, plombs de chasse et bourres pour cartouches.",Autres cartouches et leurs partiesAutres
9401.31.10,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Sièges pivotants, ajustables en hauteur : En boisPour usages domestiques"
9401.31.90,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Sièges pivotants, ajustables en hauteur : En boisAutres"
9401.39.10,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Sièges pivotants, ajustables en hauteur : AutresPour usages domestiques"
9401.39.90,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Sièges pivotants, ajustables en hauteur : AutresAutres"
9401.41.00,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Sièges autres que le matériel de camping ou de jardin, transformables en lits : En boisEn bois"
9401.49.00,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Sièges autres que le matériel de camping ou de jardin, transformables en lits : AutresAutres"
9401.52.10,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Sièges en rotin, en osier, en bambou ou en matières similaires : En bambouNon finis et non assemblés, devant servir à la fabrication de meubles en bambou"
9401.52.90,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Sièges en rotin, en osier, en bambou ou en matières similaires : En bambouAutres"
